DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
19:07.0,-38.278,176.099,167.5,6.4,Mw,390,,,1.39,NEI,2012120710
53:08.8,-6.533,129.825,155,7.1,Mw,517,,,0.95,NEI,2012121010
18:27.5,0.595,126.247,29.7,6,Mw,218,,,1,NEI,2012121110
36:02.0,31.213,-119.56,11.3,6.4,Mw,589,,,1.03,NEI,2012121410
38:25.1,31.213,-119.56,11,6.3,Unk,0,0,0,0,UW,604933
49:29.6,52.268,174.038,26,6,Mw,707,,,0.69,NEI,2012121510
30:02.1,-4.691,153.012,52,6.1,Mw,463,,,0.79,NEI,2012121510
16:28.3,-0.708,123.837,18.5,6.1,Mw,151,,,1.38,NEI,2012121710
26:52.1,-20.151,-176.322,234.6,6.1,ML,66,,,1.36,NEI,2012122110
28:07.2,-14.331,167.29,188,6.7,Mw,496,,,0.81,NEI,2012122110
46:33.0,-7.917,101.269,28.6,6,ML,59,,,0.87,NEI,2012122510
59:41.7,-3.492,148.832,10.1,6,Mw,55,,,1.08,NEI,2012122910
58:19.3,55.394,-134.65,10,7.5,Mw,659,28,,1.27,NEI,2013010520
09:37.1,-62.571,-161.432,10,6.1,Mw,75,40,,1.13,NEI,2013011520
22:52.9,4.966,95.856,11.6,6.1,Mw,479,18,1,1.16,NEI,2013012120
38:53.5,42.605,79.708,15,6.1,Mw,548,14,1,0.76,NEI,2013012820
15:43.2,-28.08,-70.621,45,6.8,Mw,531,25,1,1.01,NEI,2013013020
03:43.8,-10.635,166.371,11,6.1,Mw,301,28,6,0.92,NEI,2013013020
33:43.8,-10.628,166.382,9.2,6.1,Mw,393,25,6,0.82,NEI,2013013120
36:41.7,-11.104,165.532,15,6,Mw,313,28,6,0.92,NEI,2013020120
16:34.1,-10.896,165.379,10,6.3,Mw,309,28,6,1.31,NEI,2013020120
18:33.0,-11.12,165.378,10,6.4,Mw,158,28,6,1.3,NEI,2013020120
17:35.1,42.758,143.106,107,6.9,Mw,496,36,1,0.84,NEI,2013020220
58:05.8,-10.938,165.255,3.2,6,Mw,321,39,5,0.81,NEI,2013020220
07:22.3,-10.865,165.248,12.6,6,Mw,341,28,5,0.58,NEI,2013020620
12:27.0,-10.738,165.138,28.7,8,Mw,332,18,5,1.28,NEI,2013020620
23:19.8,-11.2541,164.9323,10.14,7.1,Mw,560,17,5,1.39,NEI,2013020620
54:15.2,-10.479,165.772,9.8,7,Mw,414,18,6,1.37,NEI,2013020620
35:19.8,-10.784,164.512,10.1,6.1,Mw,273,39,5,1.16,NEI,2013020620
33:17.4,-10.643,164.764,10,6,Mw,279,28,5,0.97,NEI,2013020620
53:55.2,-11.245,165.727,14,6,Mw,265,72,6,0.82,NEI,2013020620
30:10.7,-11.658,164.94,8,6,Mw,343,25,5,0.77,NEI,2013020720
59:16.1,-11.001,165.658,10,6.7,Mw,341,39,6,0.86,NEI,2013020720
12:13.0,-10.905,165.886,15.9,6.8,Mw,348,18,6,1.05,NEI,2013020820
26:38.5,-10.932,166.021,21,7.1,Mw,267,28,6,0.85,NEI,2013020820
16:07.9,1.142,-77.4,145,6.9,Mw,495,25,1,0.89,NEI,2013020920
02:22.5,-10.952,165.838,15.6,6.6,Mw,393,18,6,1.08,NEI,2013020920
39:32.3,-10.959,165.459,11,6,Mw,160,50,6,0.96,NEI,2013021020
13:52.8,67.582,142.564,9.9,6.6,Mw,665,14,6,1.27,NEI,2013021420
37:36.2,5.812,125.748,105,6.1,Mw,513,18,1,0.76,NEI,2013021620
01:59.2,-27.993,-63.195,585.8,6.1,Mw,534,21,5,0.89,NEI,2013022220
05:50.4,50.942,157.339,41,6.9,Mw,425,68,2,0.78,NEI,2013022820
53:52.4,50.938,157.511,40.9,6.4,Mw,511,86,2,0.75,NEI,2013030120
20:50.1,50.949,157.448,29,6.5,Mw,310,43,2,0.78,NEI,2013030120
51:51.6,-6.653,148.155,28.9,6.5,Mw,93,18,5,1.3,NEI,2013031020
13:45.1,-20.757,173.37,10,6.1,Mw,267,32,5,0.8,NEI,2013032420
02:13.3,14.596,-90.439,189,6.2,Mw,681,25,0,1.32,NEI,2013032520
53:18.6,39.516,143.2076,20.89,6,Mw,521,69,2,0.63,NEI,2013040120
00:02.1,42.713,131.105,561.9,6.3,Mw,95,28,2,1.03,NEI,2013040520
42:35.7,-3.513,138.477,66,7,Mw,506,10,6,0.82,NEI,2013040620
52:50.1,28.5,51.591,10,6.4,Mw,144,25,9,0.76,NEI,2013040920
49:50.5,-19.141,169.535,280.2,6,Mw,632,14,3,1.04,NEI,2013041320
32:22.6,-6.475,154.607,31,6.6,Mw,491,10,3,0.64,NEI,2013041420
44:20.7,28.107,62.053,82,7.7,Mw,164,32,9,0.98,NEI,2013041620
55:27.0,-3.218,142.543,13,6.6,Mw,97,18,5,1.42,NEI,2013041620
05:52.8,46.224,150.783,112.2,7.2,Mw,767,10,6,0.84,NEI,2013041920
58:41.0,49.958,157.663,20,6.1,Mw,593,14,3,0.79,NEI,2013041920
02:47.5,30.308,102.888,14,6.6,Mw,548,14,6,1.08,NEI,2013042020
12:50.6,50.105,157.165,18,6.1,Mw,440,97,3,1.03,NEI,2013042020
22:16.2,29.933,138.887,421.9,6.1,Mw,688,10,3,0.78,NEI,2013042120
16:33.2,18.127,-101.908,30,6,Mw,596,57,2,1.01,NEI,2013042220
14:42.6,-3.913,152.12,23.3,6.5,Mw,264,18,0,0.8,NEI,2013042320
53:28.9,-28.681,-178.916,351,6.1,Mw,386,14,1,0.94,NEI,2013042620
53:28.9,-28.7357,-178.9155,349.02,6.2,Mw,112,22,1,1.32,NEI,2013042620
10:55.7,-19.638,175.064,70.1,6,Mw,113,75,7,1.1,NEI,2013050720
08:08.5,26.56,57.77,15,6.1,Mw,351,32,1,0,NEI,2013051120
46:57.5,-17.954,-175.099,212.2,6.4,Mw,520,32,5,0.54,NEI,2013051120
32:25.9,18.728,145.287,602.3,6.8,Mw,131,18,2,1.16,NEI,2013051420
47:59.5,37.739,141.471,39,6,Mw,436,14,9,0.77,NEI,2013051820
49:04.4,-44.866,-80.746,10,6.4,Mw,180,72,5,1.15,NEI,2013052020
55:05.6,52.469,160.486,15.1,6,Mw,106,61,1,1.41,NEI,2013052120
43:21.6,52.307,159.986,36.7,6.1,Mw,112,54,1,1.17,NEI,2013052120
19:04.0,-23.025,-177.109,171.4,7.4,Mw,63,72,6,1.44,NEI,2013052320
07:46.4,-20.561,-175.765,149.1,6.3,Mw,267,14,6,1.09,NEI,2013052320
44:49.6,54.874,153.281,608.9,8.3,Mw,166,18,3,0.92,NEI,2013052420
56:31.8,52.222,151.515,623,6.7,Mw,83,28,4,0.68,NEI,2013052420
43:03.4,23.794,121.133,17,6.2,Mw,437,39,0,0.71,NEI,2013060220
47:26.2,-11.401,166.299,39,6.1,Mw,411,28,7,0.73,NEI,2013060520
47:23.2,-9.998,107.243,8.6,6.7,Mw,510,25,2,0.84,NEI,2013061320
20:36.0,-33.853,179.402,195,6,Mw,426,25,4,0.77,NEI,2013061520
11:00.3,34.4488,25.0435,10,6.2,Mw,87,54,2,0.95,NEI,2013061520
34:29.1,11.7246,-86.9754,35.81,6.5,Mw,222,91,1,1.63,NEI,2013061520
39:04.5,34.27,25.114,26,6,Mw,634,100,1,0,NEI,2013061620
04:13.4,10.701,-42.594,10,6.6,Mw,111,14,9,0.81,NEI,2013062420
37:02.9,4.698,96.687,10,6.1,Mw,86,43,1,1.16,NEI,2013070220
16:00.1,-7.039,155.6438,72,6.1,Mw,121,22,4,0.96,NEI,2013070420
05:06.5,-3.249,100.5668,19.7,6,Mw,111,37,3,1.15,NEI,2013070620
35:30.8,-3.9234,153.9204,386.25,7.3,Mw,108,24,2,0.82,NEI,2013070720
30:07.5,-6.0155,149.7215,62.03,6.6,Mw,113,22,3,0.99,NEI,2013070720
03:43.0,-60.8679,-25.1436,30.98,7.3,Mw,379,43,9,0.94,NEI,2013071520
35:54.6,-6.3085,154.7822,44.25,6,Mw,87,33,3,1.11,NEI,2013071620
37:42.8,-15.6346,-71.7729,6.59,6,Mw,88,37,4,1.19,NEI,2013071720
09:31.3,-41.7134,174.4431,14,6.5,Mw,106,36,0,0.89,NEI,2013072120
01:42.7,-46.0417,34.8255,10,6.1,Mw,73,35,17,1.09,NEI,2013072220
07:17.0,-15.36,167.5858,132.61,6.1,Mw,108,54,6,0.97,NEI,2013072620
32:59.1,-57.7893,-23.9594,10.04,6.2,Mw,65,85,8,1.35,NEI,2013072620
01:43.2,-15.2443,-173.5006,31.65,6,Mw,,38,2,0.67,us,2013080120
53:44.0,-7.1354,129.8088,95,6,Mw,,13,2,0.68,us,2013081220
16:46.6,-30.6205,-179.6134,325.19,6,Mw,173,20,7,1.06,NEI,2013081220
49:32.4,-5.3962,-81.9268,10,6.2,Mw,,26,4,1.27,us,2013081220
43:15.2,5.7732,-78.1999,12,6.7,Mw,,22,4,0.84,us,2013081320
31:05.7,-41.734,174.152,8.2,6.5,Mw,,,,1.19,us_,2013081620
32:31.4,-34.8853,54.0927,10,6.1,Mw,,22,15,0.83,us,2013081720
38:29.5,16.8451,-99.5286,21,6.2,Mw,,45,1,1.09,us,2013082120
54:41.9,-27.7953,179.6722,488.61,6.1,Mw,136,31,3,1.48,NEI,2013082820
25:02.8,51.6096,-175.3611,33.53,7,Mw,150,32,1,1,NEI,2013083020
52:29.9,-7.44,128.2209,112,6.5,Mw,,11,3,1.12,us,2013090120
19:06.3,51.244,-130.3971,2.73,6.1,Mw,,44,2,0.93,us,2013090320
18:23.4,29.9377,138.8325,402,6.5,Mw,,26,3,1.02,us,2013090420
23:11.3,51.1832,-130.2245,9.92,6,Mw,,70,1,0.87,us,2013090420
32:30.6,51.5573,-174.7671,20,6.5,Mw,,24,1,1.07,us,2013090420
27:03.6,51.573,-174.8537,17,6,Mw,,46,1,1.13,us,2013090420
01:36.4,15.1836,-45.232,10,6,Mw,,24,14,0.8,us,2013090520
13:29.6,14.6092,-92.1214,66,6.4,Mw,,28,0,0.98,us,2013090720
44:13.2,-4.5472,-104.5783,10.52,6.1,Mw,,53,15,0.66,us,2013091120
21:37.1,51.5751,-174.716,24.02,6.1,Mw,,38,1,0.83,us,2013091520
39:15.6,-7.3308,120.0106,549.92,6.1,Mw,,34,2,1.04,us,2013092120
29:48.0,26.9708,65.5198,15,7.7,Mw,,17,8,0.92,us,2013092420
42:43.1,-15.8389,-74.5094,40,7.1,Mw,,17,4,0.9,us,2013092520
34:06.4,27.1825,65.5052,12,6.8,Mw,,17,7,0.91,us,2013092820
55:55.2,-30.9255,-178.3234,41.54,6.5,Mw,,21,2,0.82,us,2013093020
38:22.0,53.2083,152.7654,580.21,6.7,Mw,,11,3,1.33,us,2013100120
26:13.6,-38.6062,78.3693,12.72,6.4,Mw,,26,21,1.14,us,2013100420
38:08.8,12.3115,141.6905,104,6,Mw,,12,3,0.73,us,2013100620
33:19.8,-36.7267,-97.4761,10.28,6.2,Mw,,41,21,1.33,us,2013100620
25:00.0,-30.6623,-178.4838,151,6.2,Mw,,46,1,1.2,us,2013101120
10:27.2,10.8829,-62.3096,63,6,Mw,,29,1,1.03,us,2013101220
11:53.3,35.5142,23.2523,40,6.6,Mw,,40,2,1.21,us,2013101220
12:32.5,9.8901,124.1071,22.76,7.1,Mw,,12,3,1.27,us,2013101520
30:58.5,-6.4456,154.931,35,6.8,Mw,,9,6,0.94,us,2013101620
54:54.7,26.0913,-110.3209,9.45,6.6,Mw,,44,2,1.1,us,2013101920
25:12.0,-58.2081,-12.9503,26.09,6.7,Mw,,61,14,1.24,us,2013102420
10:18.4,37.1713,144.6781,25.67,7.1,Mw,,10,4,1.07,us,2013102520
37:55.9,-61.6945,154.7302,9.97,6,Mw,,96,8,0.94,us,2013102920
51:50.4,-35.2973,-72.9309,17.87,6.2,Mw,,59,1,1.1,us,2013103020
02:09.1,23.5908,121.443,12,6.3,Mw,,14,0,1.27,us,2013103120
03:59.3,-30.2979,-71.5572,29,6.6,Mw,,59,1,1.46,us,2013103120
52:46.1,-23.6305,-112.5912,9.96,6,Mw,,35,5,0.82,us,2013110220
53:46.9,-19.1711,-172.6411,10.05,6.2,Mw,,21,5,0.72,us,2013110220
03:51.1,54.6859,162.3024,43,6.4,Mw,,20,3,0.87,us,2013111220
45:47.9,-60.2814,-47.1233,11.07,6.1,Mw,,23,8,1.19,us,2013111320
34:31.2,-60.2627,-47.0621,9.97,6.9,Mw,,17,8,0.84,us,2013111620
04:55.5,-60.2738,-46.4011,10,7.7,Mw,,23,8,1.33,us,2013111720
32:53.7,2.625,128.4462,59.77,6,Mw,,18,2,0.86,us,2013111920
00:44.2,18.4753,145.2041,511,6,Mw,,10,2,1.05,us,2013111920
48:32.1,-17.1137,-176.5416,371,6.5,Mw,,22,5,0.82,us,2013112320
27:34.0,-53.8813,-54.8821,10,7,Mw,,31,3,1.11,us,2013112520
24:13.6,-7.0082,128.4152,9.96,6.4,Mw,,11,3,0.72,us,2013120120
29:57.8,2.044,96.8261,20,6,Mw,,27,1,0.89,us,2013120120
24:54.2,44.4438,149.1667,28,6.1,Mw,,26,5,0.99,us,2013120820
38:08.1,20.7635,146.7599,16.06,6.2,Mw,,14,4,0.74,us,2013121720
03:28.9,-13.8779,167.2434,187,6.5,Mw,,14,4,0.67,us,2014010120
01:04.7,19.0014,-66.8478,28,6.4,Mw,,21,1,1.42,us,2014011320
