DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
50:48.9,-5.685,151.258,40.2,6.3,Mw,472,,,0.87,NEI,2002022840
08:07.8,36.429,70.438,209,6.3,Mb,515,,,1,NEI,2002030340
08:19.7,36.502,70.482,225.6,7.4,Mw,138,,,1.06,NEI,2002030340
16:09.1,6.033,124.249,31,7.5,Mw,321,,,0.95,NEI,2002030541
27:53.2,5.871,124.274,23.3,6,Mw,166,,,0.89,NEI,2002030840
27:11.2,-56.019,-27.332,118.4,6,Mw,168,,,0.85,NEI,2002030940
33:33.8,-45.221,35.105,10,6,Mw,71,,,1.24,NEI,2002031740
14:14.9,-6.486,129.901,148.1,6.1,Mw,257,,,0.74,NEI,2002031940
56:33.8,36.062,69.315,8,6.1,Mw,416,,,1.07,NEI,2002032540
45:48.7,23.346,124.09,33,6.4,Mw,345,,,1.04,NEI,2002032640
56:22.4,-21.663,-68.329,125.1,6.5,Mw,486,,,0.98,NEI,2002032840
52:50.5,24.279,122.179,32.8,7.1,Mw,550,,,0.96,NEI,2002033140
41:26.1,-60.94,154.25,10,6.2,Mw,50,,,1.24,NEI,2002040740
48:55.2,-51.068,139.269,10,6.2,Mw,169,,,1.13,NEI,2002040840
56:56.4,-14.392,167.687,10,6.2,Mw,339,,,1.12,NEI,2002041140
02:46.2,16.985,-100.865,24.9,6.8,Mw,292,,,1.13,NEI,2002041840
08:36.8,-27.535,-70.586,62,6.7,Mw,462,,,1.09,NEI,2002041840
59:57.9,-16.382,173.259,33,6,Mw,368,,,0.96,NEI,2002042040
00:00.9,-56.135,-122.312,10,6.2,Mw,105,,,1.26,NEI,2002042440
06:07.0,13.088,144.619,85.7,7.1,Mw,257,,,1.04,NEI,2002042640
26:00.4,-17.948,-174.573,130.8,6.2,Mw,303,,,0.87,NEI,2002050840
56:10.4,-36.518,78.932,10,6.2,Mw,67,,,1.37,NEI,2002051440
46:05.8,24.636,121.922,10,6.2,Mw,335,,,0.98,NEI,2002051540
52:15.3,-30.749,-71.197,52.1,6,Mw,234,,,0.95,NEI,2002052340
36:32.0,53.815,-161.116,33,6.4,Mw,307,,,1.29,NEI,2002052540
04:22.5,-28.937,-66.797,22.2,6,Mw,354,,,0.98,NEI,2002052840
45:17.1,24.069,122.264,33,6.1,Mw,305,,,1,NEI,2002052840
53:48.5,-0.879,148.33,10,6.3,Mw,169,,,1.22,NEI,2002060640
48:36.2,10.985,140.69,33,6.1,Mw,253,,,1.17,NEI,2002061040
27:19.5,-47.801,99.751,10,6.6,Mw,153,,,1.08,NEI,2002061340
46:14.0,8.784,-83.992,35,6.4,Mw,424,,,1.08,NEI,2002061640
25:56.4,-4.651,-105.379,10,6,Mw,132,,,1.21,NEI,2002061740
26:22.9,-12.592,166.383,33,6.7,Mw,272,,,1.14,NEI,2002061740
56:22.8,-30.805,-71.124,54,6.6,Mw,420,,,1.02,NEI,2002061840
05:44.8,-4.495,146.768,33,6,Mw,331,,,0.76,NEI,2002062140
58:21.3,35.626,49.047,10,6.5,Mw,555,,,1.11,NEI,2002062240
50:35.1,-6.963,104.181,11,6.5,Mw,428,,,1.15,NEI,2002062740
16:10.4,-13.275,167.051,186.7,6,Mw,358,,,1.1,NEI,2002062740
19:30.3,43.752,130.666,566,7.3,Mw,712,,,0.86,NEI,2002062840
39:00.7,-12.4,166.524,33,6.2,Mw,336,,,1.05,NEI,2002062940
29:36.3,-22.201,179.25,620.4,6.5,Mw,534,,,0.91,NEI,2002063040
00:18.5,-5.032,147.336,31.2,6.2,Mw,207,,,1.23,NEI,2002070340
43:55.1,-56.623,-140.69,10,6.1,Mw,23,,,1.44,NEI,2002071940
55:07.8,-57.889,-23.242,33,6.2,Mw,249,,,1.11,NEI,2002073040
16:44.6,7.929,-82.793,10,6.5,Mw,533,,,1.21,NEI,2002073140
11:39.1,29.28,138.97,426.1,6.3,Mw,443,,,0.85,NEI,2002080240
16:27.0,-35.457,-16.238,10,6,Mw,149,,,1.35,NEI,2002080440
59:14.5,7.851,-82.895,10,6,Mw,413,,,1.17,NEI,2002080740
31:05.3,-16.309,-176.172,364.1,6.1,Mw,346,,,0.78,NEI,2002080940
59:24.0,-19.506,169.036,112.2,6,Mw,326,,,0.97,NEI,2002081240
12:39.9,7.831,136.88,10,6.3,Mw,294,,,1.02,NEI,2002081440
57:52.1,14.101,146.199,30,6.5,Mw,260,,,0.97,NEI,2002081440
30:26.2,-1.196,121.333,10,6.2,Mw,169,,,1.02,NEI,2002081540
01:01.2,-21.696,-179.513,580,7.7,Mw,670,,,0.93,NEI,2002081940
08:24.3,-23.884,178.495,675.4,7.7,Mw,302,,,1.08,NEI,2002081940
23:06.2,-23.899,178.375,677.4,6.1,Mb,227,,,1.14,NEI,2002081940
59:32.0,30.986,141.966,9,6.3,Mw,324,,,0.92,NEI,2002082040
40:53.4,43.11,146.118,42.6,6.1,Mw,499,,,0.77,NEI,2002082440
14:59.9,14.284,51.945,10,6,Mw,242,,,1.25,NEI,2002090140
21:28.6,38.381,13.701,5,6,Mw,528,,,0,ROM,2002090640
14:19.6,-20.275,-176.036,209.9,6,Mw,319,,,0.86,NEI,2002090740
15:55.7,-22.836,178.933,618.8,6,Mw,251,,,1.05,NEI,2002090840
44:23.7,-3.302,142.945,13,7.6,Mw,428,,,1.16,NEI,2002090840
28:29.5,13.036,93.068,21,6.5,Mw,646,,,0.9,NEI,2002091340
39:32.7,44.833,129.923,586.3,6.4,Mw,675,,,0.76,NEI,2002091540
23:01.0,-3.313,142.679,10,6.3,Mw,310,,,0.88,NEI,2002091640
20:23.4,-3.284,142.769,10,6,Mw,279,,,0.86,NEI,2002091740
33:41.6,-1.743,134.013,10,6,Mw,164,,,1.05,NEI,2002092040
43:35.5,-1.68,134.234,10,6.4,Mw,241,,,1.25,NEI,2002092040
57:22.3,-31.519,-69.2,119.6,6.3,Mw,407,,,0.94,NEI,2002092440
13:11.6,-10.535,161.2,10,6.1,Mw,141,,,1.03,NEI,2002092440
54:21.5,-10.565,161.11,10,6.3,Mw,219,,,0.97,NEI,2002092440
01:28.7,-10.65,161.21,19,6.3,Mw,137,,,1.07,NEI,2002092440
08:29.6,23.324,-108.53,10,6.5,Mw,265,,,1.37,NEI,2002100340
05:10.7,-7.526,115.663,315.8,6,Mw,359,,,0.89,NEI,2002100340
05:48.8,-20.991,-179.016,621.1,6.3,Mw,710,,,0.93,NEI,2002100440
46:33.0,-8.197,118.341,10,6.3,Mw,162,,,1.12,NEI,2002100640
23:58.8,-42.039,88.379,10,6,Mw,53,,,1.03,NEI,2002100840
50:20.6,-1.757,134.297,10,7.6,Mw,375,,,1.15,NEI,2002101040
28:25.8,-1.511,133.973,10,6.7,Ms,250,,,1.05,NEI,2002101040
29:35.2,-1.401,133.934,10,6,Mb,149,,,1.13,NEI,2002101040
19:58.5,-1.478,134.111,10,6,Mw,198,,,0.9,NEI,2002101041
09:11.5,-8.295,-71.738,534.3,6.9,Mw,700,,,1.14,NEI,2002101240
43:12.8,15.096,118.504,33,6.1,Mw,251,,,1.14,NEI,2002101240
55:07.5,-14.596,-175.416,10,6.1,Mw,230,,,0.99,NEI,2002101340
12:43.7,41.174,142.249,61.4,6.1,Mw,460,,,0.83,NEI,2002101440
12:21.4,51.952,157.323,102.4,6.2,Mw,589,,,0.76,NEI,2002101640
13:12.7,-15.676,-173.048,33,6,Mw,256,,,0.99,NEI,2002101640
23:55.9,-19.842,-178.401,627.6,6.2,Mw,315,,,1.12,NEI,2002101740
52:44.2,-3.597,140.226,33,6.3,Mw,204,,,0.94,NEI,2002101740
16:48.3,-57.185,-142.751,10,6.1,Mw,25,,,1.42,NEI,2002101840
43:56.4,-3.667,140.312,33,6,Mw,133,,,1.08,NEI,2002101940
09:05.4,44.297,149.96,33,6.3,Mw,441,,,1.11,NEI,2002101940
39:04.2,-20.633,-178.391,549,6.2,Mw,365,,,0.89,NEI,2002102240
27:19.4,63.5144,-147.9116,4.2,6.36,ML,114,,,0.87,AK,
08:38.0,-1.884,29.004,11,6.2,Mw,345,,,1.05,NEI,2002102440
35:16.7,-3.441,148.638,10,6.1,Mw,121,,,0.9,NEI,2002103140
26:10.7,2.824,96.085,30,7.4,Mw,418,,,1.22,NEI,2002110240
46:46.7,2.954,96.394,27,6.3,Mw,438,,,0.99,NEI,2002110240
37:42.1,38.886,141.977,39,6.4,Mw,447,,,0.83,NEI,2002110340
12:41.5,63.5141,-147.4529,4.2,7.9,Mw,94,,,1.58,AK,
14:06.8,51.197,179.334,33,6.6,Mw,553,,,1.04,NEI,2002110740
14:18.1,13.743,-91.187,33,6,Mw,274,,,1.06,NEI,2002110940
46:48.9,-56.55,-27.536,120,6.2,Mw,357,,,1.09,NEI,2002111240
58:31.8,-56.051,-36.404,10,6.6,Mw,202,,,1.48,NEI,2002111540
53:53.5,47.824,146.209,459.1,7.3,Mw,326,,,1.02,NEI,2002111740
32:30.8,35.414,74.515,33,6.3,Mw,400,,,1,NEI,2002112040
48:15.0,51.465,-173.537,20.6,6.1,Mw,564,,,0.94,NEI,2002112640
28:33.7,-50.028,-114.121,10,6,Mw,71,,,1.07,NEI,2002121040
27:54.6,-24.139,179.24,530.6,6.1,Mw,440,,,0.86,NEI,2002121040
49:40.2,-3.81,135.123,10,6.3,Mw,129,,,1.06,NEI,2002121140
30:42.8,-4.786,153.275,34,6.7,Mw,453,,,1.01,NEI,2002121240
32:53.1,-56.952,-24.825,10,6.2,Mw,94,,,1.08,NEI,2002121740
12:21.7,-57.092,-24.981,10,6.1,Mw,98,,,1.18,NEI,2002121840
14:42.0,-3.076,147.943,33,6.3,Mw,169,,,1.21,NEI,2002122040
46:11.4,16.957,-85.578,33,6,Mw,288,,,0.91,NEI,2002122340
49:08.7,7.471,123.407,10,6.3,Mw,138,,,1.26,NEI,2002123040
15:03.8,-20.57,-177.661,378,6.5,Mw,376,,,0.99,NEI,2003010440
43:50.8,15.651,119.658,10,6,Mw,148,,,1.03,NEI,2003010640
50:45.8,-19.664,-176.295,10,6,Mw,118,,,1.11,NEI,2003010940
11:56.9,-5.311,153.701,71.9,6.7,Mw,323,,,1.09,NEI,2003011040
53:15.7,44.284,-129.024,10,6.3,Mw,267,,,1.16,NEI,2003011640
43:06.1,-10.491,160.77,33,7.3,Mw,457,,,0.84,NEI,2003012040
46:47.7,13.626,-90.774,24,6.5,Mw,316,,,0.99,NEI,2003012140
06:34.6,18.77,-104.104,24,7.6,Mw,551,,,1.4,NEI,2003012240
26:23.0,39.5,39.878,10,6.1,Mw,384,,,1.14,NEI,2003012740
56:25.8,-46.048,35.057,10,6.4,Mw,120,,,1.07,NEI,2003012741
49:31.1,-6.011,149.792,33,6.3,Mw,201,,,0.99,NEI,2003021040
33:30.8,-3.652,144.242,10,6.2,Mw,374,,,0.84,NEI,2003021240
01:59.9,12.168,124.079,10,6.3,Mw,246,,,1.4,NEI,2003021540
32:36.4,53.645,-164.643,19,6.6,Mw,542,,,1.1,NEI,2003021940
03:41.4,39.61,77.23,11,6.3,Mw,424,,,0.92,NEI,2003022440
12:47.4,-1.699,134.313,28.1,6,Mw,147,,,1.18,NEI,2003030140
42:56.3,-36.958,-20.879,10,6.2,Mw,298,,,0.95,NEI,2003030240
36:23.0,-6.82,130.985,45.9,6,Mw,288,,,0.88,NEI,2003030940
09:37.1,1.692,127.296,93.8,6.4,Mw,434,,,0.91,NEI,2003031040
27:32.6,-4.694,153.238,40.2,6.8,Mw,431,,,0.96,NEI,2003031140
41:32.9,26.556,-110.587,10,6.4,Mw,288,,,1.14,NEI,2003031240
06:13.3,-0.406,132.951,33,6.3,Mw,249,,,1.09,NEI,2003031440
54:12.1,-17.416,-175.183,274.9,6.4,Mw,311,,,1.08,NEI,2003031440
41:28.7,52.249,160.387,30.2,6.1,Mw,406,,,1.1,NEI,2003031540
36:17.3,51.272,177.978,33,7.1,Mw,607,,,1.26,NEI,2003031740
55:47.9,51.295,177.971,33,6.2,Mw,449,,,1.05,NEI,2003031740
03:42.9,-9.388,156.587,33.5,6.2,Mw,222,,,0.98,NEI,2003031940
53:25.0,-8.294,120.743,33,6.5,Mw,247,,,1.34,NEI,2003032540
31:47.8,-15.324,-173.508,41.2,6.2,Mw,275,,,0.85,NEI,2003032840
13:34.1,-3.169,127.542,33,6.2,Mw,209,,,1.09,NEI,2003033041
06:53.0,-6.183,151.429,46.8,6.2,Mw,298,,,0.77,NEI,2003033140
43:11.6,35.28,-35.729,10,6.3,Mw,504,,,0.98,NEI,2003040240
12:54.6,7.033,-82.353,10,6.2,Mw,416,,,1.06,NEI,2003041140
48:38.6,37.529,96.476,14,6.4,Mw,549,,,0.86,NEI,2003041740
50:48.6,-54.624,1.432,10,6.5,Mw,78,,,1.26,NEI,2003041740
56:22.0,48.764,154.991,43.8,6.1,Mw,491,,,0.88,NEI,2003042440
03:40.4,-20.944,169.773,77.4,6.3,Mw,464,,,1.05,NEI,2003042740
57:44.8,-8.195,-71.592,559.9,6,Mw,539,,,0.83,NEI,2003042740
53:17.3,43.706,147.805,62.5,6,Mw,612,,,0.78,NEI,2003042940
27:04.7,39.007,40.464,10,6.4,Mw,504,,,1.09,NEI,2003050140
03:03.3,-15.143,-173.747,33,6.2,Mw,492,,,1.07,NEI,2003050340
15:18.7,-30.531,-178.232,62.4,6.7,Mw,518,,,1.04,NEI,2003050440
54:00.3,-11.287,166.314,33,6,Mw,114,,,1.34,NEI,2003050440
08:46.5,-30.587,-178.29,45.6,6.4,Mw,497,,,0.97,NEI,2003050440
50:08.5,0.215,127.354,123.6,6.4,Mw,244,,,0.87,NEI,2003050540
04:45.7,3.715,127.954,56,6.2,Mw,330,,,0.87,NEI,2003050540
26:16.0,-48.209,32.272,10,6.3,Mw,250,,,1.08,NEI,2003050940
51:35.1,-0.988,126.938,30.2,6.1,Mw,201,,,1.05,NEI,2003051140
21:14.0,-17.287,167.744,33,6.3,Mw,427,,,1.03,NEI,2003051340
03:35.9,18.266,-58.633,41.5,6.7,Mw,722,,,0.72,NEI,2003051440
40:36.1,-8.06,107.315,79.1,6,Mw,172,,,1.17,NEI,2003051440
43:22.7,-18.044,-178.67,563.8,6,Mw,416,,,0.83,NEI,2003051940
27:10.2,17.546,-105.473,10,6.1,Mw,256,,,1.3,NEI,2003051940
44:20.1,36.964,3.634,12,6.8,Mw,534,,,1.13,NEI,2003052140
24:33.4,38.849,141.568,68,7,Mw,690,,,1.01,NEI,2003052640
23:27.9,2.354,128.855,31,7,Mw,473,,,1.09,NEI,2003052640
13:29.7,6.761,123.707,565.8,6.9,Mw,544,,,0.97,NEI,2003052640
15:18.9,-17.646,66.116,10,6.2,Mw,358,,,1.27,NEI,2003052840
58:02.7,-17.36,-72.807,33,6,Mw,303,,,1.04,NEI,2003060341
32:45.6,-5.095,152.502,33,6.6,Mw,419,,,1.09,NEI,2003060740
40:30.8,23.52,121.628,44.5,6,Mw,429,,,0.92,NEI,2003061040
59:20.2,-5.985,154.758,186.3,6.3,Mw,536,,,0.81,NEI,2003061240
24:33.1,51.552,176.923,20,6.5,Mw,615,,,0.97,NEI,2003061540
08:02.1,55.492,159.999,174.8,6.9,Mw,733,,,0.84,NEI,2003061640
19:38.9,-7.606,-71.722,558.1,7.1,Mw,672,,,0.89,NEI,2003062040
30:41.6,-30.608,-71.637,33,6.8,Mw,398,,,0.95,NEI,2003062040
12:34.5,51.439,176.783,20,6.9,Mw,685,,,0.97,NEI,2003062340
11:44.6,12.253,123.85,10,6,Mw,94,,,1.15,NEI,2003062640
29:42.3,-3.325,146.148,10,6.3,Mw,110,,,1.2,NEI,2003062840
52:25.9,4.529,122.511,635.4,6,Mw,365,,,1.02,NEI,2003070140
00:22.8,12.803,124.898,33,6,Mw,263,,,1.09,NEI,2003070140
21:50.4,-21.278,-174.522,10,6,Mw,163,,,0.94,NEI,2003070340
33:50.0,-5.473,151.691,10,6.1,Mw,233,,,1.01,NEI,2003070440
01:38.0,54.65,-134.47,20,6,Mw,493,,,0,PGC,2003071240
46:38.1,-3.828,152.174,33,6.5,Mw,156,,,1.12,NEI,2003071540
27:50.5,-2.598,68.382,10,7.6,Me,522,,,0.98,NEI,2003071540
57:13.8,18.507,-107.129,10,6,Mw,150,,,1.04,NEI,2003071740
53:58.5,-5.481,148.853,189.6,6.4,Mw,465,,,0.9,NEI,2003072140
16:31.9,25.975,101.29,10,6,Mw,316,,,1.15,NEI,2003072140
21:40.8,-15.416,166.142,33,6,Mw,334,,,1.03,NEI,2003072240
37:45.8,-1.528,149.694,24,6.4,Mw,604,,,0.71,NEI,2003072540
13:30.0,38.415,140.996,6,6.1,Mw,554,,,0.79,NEI,2003072540
04:11.5,-21.08,-176.585,212.9,6.6,Mw,498,,,0.77,NEI,2003072740
25:31.9,47.151,139.248,470.3,6.8,Mw,735,,,0.76,NEI,2003072740
41:27.0,-20.134,-65.185,345.3,6,Mw,504,,,1.01,NEI,2003072740
37:20.1,-60.532,-43.411,10,7.6,Mw,315,,,1.09,NEI,2003080440
19:09.3,1.142,128.152,10,6,Mw,185,,,1.11,NEI,2003081140
40:19.8,-56.906,147.611,10,6,Mw,124,,,1.2,NEI,2003081140
22:30.4,12.124,93.53,100.2,6,Mw,533,,,0.94,NEI,2003081140
14:54.8,39.16,20.605,10,6.3,Mw,572,,,1.08,NEI,2003081440
12:49.8,-45.104,167.144,28,7.2,Mw,428,,,1.1,NEI,2003082140
12:27.7,-45.325,167.041,33,6.2,ML,228,,,0.97,NEI,2003082140
28:35.2,14.034,-91.069,100,6,Mw,490,,,0.95,NEI,2003082540
48:19.9,-49.816,-114.811,10,6.2,Mw,147,,,1.13,NEI,2003082840
38:11.6,-7.324,126.051,409.2,6,Mw,325,,,0.86,NEI,2003082840
05:39.2,-14.796,167.238,137,6,Mw,246,,,0.96,NEI,2003083040
08:00.3,43.393,132.267,481.1,6.2,Mw,776,,,0.69,NEI,2003083140
28:00.3,-15.229,-173.223,10,6.4,Mw,401,,,1.04,NEI,2003090240
08:13.8,-4.623,-106.045,10,6.1,Mw,211,,,0.95,NEI,2003090640
19:20.4,-22.472,172.123,33,6.4,Mw,133,,,1.01,NEI,2003090740
58:25.5,-8.205,156.159,10,6,Mw,163,,,1.1,NEI,2003091140
55:55.8,-5.273,151.502,50.4,6,Mw,495,,,0.87,NEI,2003091240
16:13.4,19.917,95.672,10,6.6,Mw,518,,,0.92,NEI,2003092140
15:12.1,-1.007,-14.059,10,6,Mw,235,,,1.31,NEI,2003092141
45:36.2,19.777,-70.673,10,6.4,Mw,494,,,1.06,NEI,2003092240
50:06.4,41.815,143.91,27,8.3,Mw,669,,,0.88,NEI,2003092540
08:00.0,41.774,143.593,33,7.4,Mw,514,,,1.02,NEI,2003092540
38:22.1,41.988,144.576,33,6,Mw,538,,,0.82,NEI,2003092641
33:25.1,50.038,87.813,16,7.3,Mw,667,,,1.03,NEI,2003092740
52:47.0,50.091,87.765,10,6.4,Mw,656,,,0.93,NEI,2003092741
36:53.1,42.45,144.38,25,6.5,Mw,586,,,0.79,NEI,2003092940
01:33.1,-60.318,-33.401,10,6,Mw,120,,,1.05,NEI,2003093040
08:37.7,-30.437,-177.398,10,6.4,Mw,325,,,1.1,NEI,2003093040
22:31.7,-30.494,-177.18,33,6,Mw,127,,,1.36,NEI,2003093040
03:25.2,50.211,87.721,10,6.7,Mw,643,,,0.88,NEI,2003100140
55:28.8,-16.526,-170.192,10,6.2,Mw,450,,,0.89,NEI,2003100740
06:55.3,42.648,144.57,32,6.7,Mw,556,,,0.87,NEI,2003100840
19:13.8,13.755,119.939,33,6.2,Mw,311,,,0.84,NEI,2003100940
52:26.2,-15.937,-178.426,10,6,Mw,160,,,1.04,NEI,2003101340
19:43.9,-17.822,-178.704,582.6,6,Mw,459,,,0.84,NEI,2003101540
19:06.8,-5.471,154.155,133,6.4,Mw,507,,,0.98,NEI,2003101740
27:13.2,0.444,126.103,33,6.4,Mw,341,,,1.02,NEI,2003101840
45:30.8,-6.058,147.727,53.5,6.3,Mw,431,,,0.79,NEI,2003102240
33:51.5,-5.376,151.509,65,6,Mw,417,,,0.82,NEI,2003102840
06:28.3,37.812,142.619,10,7,Mw,568,,,0.8,NEI,2003103140
32:15.7,-45.19,166.535,10,6.4,Mw,81,,,1.23,NEI,2003110240
58:51.1,4.973,-77.77,33,6,Mw,432,,,1.12,NEI,2003110540
38:04.3,-19.262,168.892,113.7,6.6,Mw,475,,,1.01,NEI,2003110640
52:36.8,-0.674,-19.689,10,6.6,Mw,276,,,1.2,NEI,2003110941
44:53.3,-30.616,-179.01,33,6.1,Mw,70,,,1.43,NEI,2003111140
39:33.6,-30.659,-179.376,33,6.1,Mw,85,,,1.41,NEI,2003111140
48:23.8,22.321,143.246,101,6,Mw,291,,,0.94,NEI,2003111140
29:45.3,1.593,126.48,33,6.2,Mw,203,,,1.15,NEI,2003111240
26:43.7,33.171,137.072,384.9,6.4,Mw,559,,,1.19,NEI,2003111240
49:02.2,-54.213,143.824,10,6,Mw,63,,,1.09,NEI,2003111340
28:33.3,-16.737,172.331,10,6.1,Mw,231,,,0.87,NEI,2003111440
43:06.8,51.146,178.65,33,7.8,Mw,604,,,1.11,NEI,2003111740
14:22.6,12.025,125.416,35,6.5,Mw,487,,,0.94,NEI,2003111841
19:46.3,-5.581,150.88,35,6.6,Mw,384,,,0.9,NEI,2003112540
38:32.0,42.905,80.515,10,6,Mw,502,,,1.05,NEI,2003120140
26:09.5,55.538,165.78,10,6.7,Mw,565,,,0.91,NEI,2003120540
44:01.7,51.334,-179.272,33,6.2,Mw,539,,,0.91,NEI,2003120940
38:11.6,23.039,121.362,10,6.8,Mw,447,,,1.1,NEI,2003121040
40:45.8,-0.769,-20.601,10,6.6,Mw,324,,,1.05,NEI,2003122140
15:56.2,35.7005,-121.1005,8.7,6.5,Mw,58,71,5,0.07,NC,213237
11:11.6,8.416,-82.824,33,6.5,Mw,405,,,1.2,NEI,2003122540
21:14.9,-34.954,-178.249,34.6,6,Mw,157,,,0.95,NEI,2003122540
42:33.7,-22.252,169.488,10,6.5,Mw,480,,,0.96,NEI,2003122540
09:43.4,-22.305,169.531,10,6,Mw,262,,,1.03,NEI,2003122540
56:52.4,28.995,58.311,10,6.6,Mw,552,,,1.11,NEI,2003122640
26:04.1,-22.273,169.314,10,6.8,Mw,322,,,1.22,NEI,2003122641
55:25.5,-22.107,169.35,10,6.1,Mw,340,,,1.01,NEI,2003122740
00:59.4,-22.015,169.766,10,7.3,Mw,235,,,1.3,NEI,2003122741
38:01.9,-21.672,169.835,10,6.7,Mw,270,,,1.08,NEI,2003122741
55:01.3,-21.648,169.766,10,6.3,Mw,140,,,1.16,NEI,2003122741
30:54.7,42.423,144.613,33,6.1,Mw,453,,,1.02,NEI,2003122940
31:50.0,17.488,-101.303,29.4,6.1,Mw,361,,,0.97,NEI,2004010141
07:34.2,-22.376,169.728,10,6,Mw,119,,,1.22,NEI,2004010340
09:03.8,-22.163,169.55,10,6.1,Mw,66,,,1.12,NEI,2004010340
21:48.4,-22.324,169.616,10,6.4,Mw,274,,,1.02,NEI,2004010340
23:21.0,-22.253,169.683,22,7.1,Mw,597,,,1.06,NEI,2004010340
34:28.0,-22.438,169.919,10,6.1,Mb,125,,,1.11,NEI,2004010340
35:31.2,-6.072,149.401,57.7,6.3,Mw,109,,,1.12,NEI,2004010940
32:47.8,-36.696,53.352,5.3,6.2,Mw,410,,,0.88,NEI,2004011140
29:10.3,-20.14,-179.154,673.1,6,Mw,321,,,0.87,NEI,2004011140
26:53.0,-3.528,151.064,10,6.2,Mw,140,,,1.1,NEI,2004011540
07:55.7,7.641,-37.704,10,6.2,Mw,549,,,1.08,NEI,2004011640
43:11.9,-16.83,-174.196,129.8,6.7,Mw,732,,,0.81,NEI,2004012540
15:30.7,-3.12,127.4,17.4,6.7,Mw,243,,,1.07,NEI,2004012840
52:52.3,-50.206,-114.78,10,6.1,Mw,131,,,1.08,NEI,2004012940
59:47.7,8.358,-82.877,29.2,6.1,Mw,465,,,0.92,NEI,2004020440
05:02.8,-3.615,135.538,16.6,7,Mw,367,,,0.98,NEI,2004020540
42:35.2,-4.003,135.023,10,7.3,Mw,390,,,1.01,NEI,2004020740
58:51.8,-3.665,135.339,25.7,6.7,Mw,256,,,1.08,NEI,2004020840
58:45.2,-11.608,166.45,84,6,Mw,155,,,1.26,NEI,2004022040
34:42.7,-58.425,-14.963,10,6.6,Mw,102,,,1.32,NEI,2004022140
46:27.0,-1.559,100.488,42,6,Mw,611,,,0.83,NEI,2004022240
04:49.4,-14.74,-175.63,31,6.3,Mw,181,,,1.13,NEI,2004022340
27:46.2,35.142,-3.997,0,6.4,Mw,786,,,0,MDD,2004022440
32:21.8,-18.171,66.419,10,6.3,Mw,30,,,1.16,NEI,2004022641
58:41.4,-53.159,159.651,10,6,Mw,75,,,1.08,NEI,2004022641
47:22.4,11.61,-86.767,28,6.2,Mw,281,,,1.25,NEI,2004030240
08:01.3,-32.381,-178.191,7,6,Mw,147,,,1.05,NEI,2004030740
39:11.3,10.48,-43.919,10,6,Mw,276,,,1.2,NEI,2004030840
56:42.5,-32.265,-178.358,18.4,6.2,Me,164,,,1.17,NEI,2004030940
13:13.9,-15.579,-175.096,271.5,6,Mw,257,,,0.85,NEI,2004031240
30:42.3,-17.267,-172.316,12,6.1,Mw,464,,,0.96,NEI,2004031440
21:07.9,-21.118,-65.586,289.8,6.1,Mw,439,,,0.94,NEI,2004031740
21:00.8,34.589,23.326,24.5,6.1,Mw,656,,,1.01,NEI,2004031740
04:24.8,-23.759,-176.002,10,6.2,Mw,308,,,0.87,NEI,2004031840
47:29.2,33.954,89.179,8,6,Mw,455,,,0.77,NEI,2004032740
02:00.9,36.428,141.008,31,6,Mw,528,,,0.74,NEI,2004040340
34:21.9,-20.436,-173.936,8,6.2,Mw,168,,,1.01,NEI,2004040540
24:04.0,36.512,71.029,187.1,6.6,Mw,728,,,0.97,NEI,2004040540
57:50.5,-36.256,-97.827,10,6.4,Mw,157,,,1.23,NEI,2004040840
23:35.0,-13.174,167.198,228.4,6.5,Mw,424,,,1.14,NEI,2004040940
37:29.8,-3.729,140.081,20,6.2,Mw,236,,,0.97,NEI,2004041140
06:12.5,42.918,144.836,41.8,6.1,Mw,531,,,0.89,NEI,2004041140
33:05.3,-17.848,-174.559,143.5,6,Mw,433,,,0.75,NEI,2004041440
54:09.2,55.226,162.659,51.3,6.2,Mw,680,,,0.85,NEI,2004041440
07:39.9,71.067,-7.747,12.2,6,Mw,506,,,0.89,NEI,2004041440
06:55.3,-19.374,169.631,10,6.3,Mw,299,,,0.97,NEI,2004041540
58:36.9,-24.522,-175.879,10,6,Mw,231,,,0.96,NEI,2004041640
57:05.4,-5.214,102.718,44.5,6,Mw,278,,,1.09,NEI,2004041640
11:12.7,-17.587,167.888,10,6,Mw,154,,,1.01,NEI,2004042240
16:07.0,-3.355,146.853,35,6,Mw,135,,,1.23,NEI,2004042240
50:30.2,-9.362,122.839,65.8,6.7,Mw,386,,,1.13,NEI,2004042340
44:11.3,-21.899,-174.822,8,6.1,Mw,304,,,0.9,NEI,2004042440
28:18.9,-17.757,167.756,10,6,Mw,156,,,1.1,NEI,2004042740
57:21.1,10.805,-85.995,10,6.2,Mw,412,,,1.2,NEI,2004042940
36:50.0,-37.695,-73.406,21,6.6,Mw,282,,,1.31,NEI,2004050340
26:42.2,-21.988,170.276,14,6.3,Mw,218,,,0.98,NEI,2004050740
28:48.3,0.415,97.825,21,6.1,Mw,364,,,0.84,NEI,2004051140
58:43.4,-3.584,150.73,10,6.4,Mw,226,,,1,NEI,2004051340
04:11.7,22.662,121.505,20,6.2,Mw,501,,,0.9,NEI,2004051940
